event_id,title,description,category,timezone,geo_coordinates_longitude,geo_coordinates_latitude,geo_address_region,location,country,phq_attendance,rank,local_rank,predicted_event_spend,entities_names,city,category_encoded,city_encoded,combined_features
daa7a55z6gu4rggjy2,daytona bike week,sourced from predicthqcom  bike week is a 10day motorcycle rally attendees of this event can enjoy live music street festivals food and craft vendors bike displays concerts a bike parade and more daytona beach bike week attracts bikers from all over the country to show off their bikes,festivals,America/New_York,0.0,0.0,Florida,"-81.01253327022773,29.226113158018517",US,500000.0,100,100.0,37280785.0,Daytona Beach Bike Week,Miami,2,58,daytona bike week sourced from predicthqcom  bike week is a 10day motorcycle rally attendees of this event can enjoy live music street festivals food and craft vendors bike displays concerts a bike parade and more daytona beach bike week attracts bikers from all over the country to show off their bikes festivals Miami
gdujysafpthnnez79f,venice carnival,sourced from predicthqcom  carnival in venice is a oneofakind celebration suspended between past and present with a traditional local allure featuring many eventwithintheevent among these the starting twoday festa veneziana with its typical masked regattas the best masked costume contest the festa delle marie and countless iconic parades each year carnival includes celebrations whose history dates back to the times of the serenissima such as the famous eagle flight or the wellknown flight of the angel to name but a few carnival in venice is the purest example of the perfect meld of tradition culture and entertainment all in one offering a chance of fun for visitors of all ages,festivals,Europe/Rome,12.3152672,45.4414685,Veneto,"12.3152672,45.4414685",IT,300000.0,100,100.0,23054909.0,Venice Carnival,Venice,2,98,venice carnival sourced from predicthqcom  carnival in venice is a oneofakind celebration suspended between past and present with a traditional local allure featuring many eventwithintheevent among these the starting twoday festa veneziana with its typical masked regattas the best masked costume contest the festa delle marie and countless iconic parades each year carnival includes celebrations whose history dates back to the times of the serenissima such as the famous eagle flight or the wellknown flight of the angel to name but a few carnival in venice is the purest example of the perfect meld of tradition culture and entertainment all in one offering a chance of fun for visitors of all ages festivals Venice
gvnztaren4v4bjsr5m,wbca washingtons birthday celebration,sourced from predicthqcom  the washingtons birthday celebration wbca is a monthlong event held each february in laredo the seat of webb county in south texas that celebrates the birthday of george washington,festivals,America/Chicago,0.0,0.0,Texas,"-99.50338774856236,27.519536180794134",US,400000.0,100,100.0,23983608.0,WBCA Washington's Birthday Celebration,Houston,2,41,wbca washingtons birthday celebration sourced from predicthqcom  the washingtons birthday celebration wbca is a monthlong event held each february in laredo the seat of webb county in south texas that celebrates the birthday of george washington festivals Houston
7zgpxmypth5pveeewe,arizona renaissance festival,sourced from predicthqcom  escape  the arizona renaissance festival where pleasure and celebration are the only orders of the day as decreed by the king,festivals,America/Phoenix,0.0,0.0,Arizona,"-111.42746316346033,33.32184334860559",US,275000.0,99,100.0,20620515.0,Arizona Renaissance Festival,Phoenix,2,72,arizona renaissance festival sourced from predicthqcom  escape  the arizona renaissance festival where pleasure and celebration are the only orders of the day as decreed by the king festivals Phoenix
fapmv9yvszhq4sbdaz,seoul living design fair,sourced from predicthqcom,expos,Asia/Seoul,127.059151,37.5116828,Seoul,"127.059151,37.5116828",KR,286300.0,99,100.0,58336840.0,"COEX Convention Center,Seoul Living Design Fair",Seoul,1,82,seoul living design fair sourced from predicthqcom expos Seoul
4luipfybr4fd4zfywc,riverside county fair and national date festival,sourced from predicthqcom  the riverside county fairnational date festival is an event that celebrates the rich heritage of agriculture and community attendees can enjoy thrilling carnival rides live entertainment mouthwatering food and a vibrant marketplace making it a mustvisit festival for all ages,festivals,America/Los_Angeles,0.0,0.0,California,"-116.22295855768247,33.71124984456111",US,250000.0,98,100.0,18284188.0,Riverside County Fair and National Date Festival,Los Angeles,2,50,riverside county fair and national date festival sourced from predicthqcom  the riverside county fairnational date festival is an event that celebrates the rich heritage of agriculture and community attendees can enjoy thrilling carnival rides live entertainment mouthwatering food and a vibrant marketplace making it a mustvisit festival for all ages festivals Los Angeles
8gocb63zmjcwehh5k6,sydney mardi gras parade,sourced from predicthqcom  the parade will be led by the beloved dykes on bikes first nations and 78er floats,festivals,Australia/Sydney,0.0,0.0,New South Wales,"151.2164085174,-33.8818976426",AU,265000.0,98,100.0,22051321.0,Sydney Gay and Lesbian Mardi Gras,Sydney,2,86,sydney mardi gras parade sourced from predicthqcom  the parade will be led by the beloved dykes on bikes first nations and 78er floats festivals Sydney
ddu99gaekcfz4za6rb,pet fair beijing 2025   beijing international pet supplies exhibition,sourced from predicthqcom,expos,Asia/Shanghai,116.443511,39.962182,Bei Jing Shi,"116.443511,39.962182",CN,238926.0,98,100.0,41482101.0,China International Exhibition Center,Beijing,1,9,pet fair beijing 2025   beijing international pet supplies exhibition sourced from predicthqcom expos Beijing
dnpfqkmwehfuoyijao,phs philadelphia flower show,sourced from predicthqcom  the phs philadelphia flower show flower power will pay tribute to the enormous impact of flowers in our lives,expos,America/New_York,-75.16001,39.95532,Pennsylvania,"-75.16001,39.95532",US,250000.0,98,100.0,55342253.0,Philadelphia Flower Show,Philadelphia,1,71,phs philadelphia flower show sourced from predicthqcom  the phs philadelphia flower show flower power will pay tribute to the enormous impact of flowers in our lives expos Philadelphia
ubantuhuf9bsm6dthg,sitges carnival,sourced from predicthqcom  the sitges carnival carnaval de sitges is one of the wildest most vibrant and inclusive carnivals in spain held annually in the seaside town of sitges just south of barcelona its famous for its colorful parades outrageous costumes and openly lgbtq friendly atmosphere,festivals,Europe/Madrid,1.805886,41.2371851,Catalunya,"1.805886,41.2371851",ES,250000.0,98,100.0,14608070.0,Sitges Carnival,Barcelona,2,8,sitges carnival sourced from predicthqcom  the sitges carnival carnaval de sitges is one of the wildest most vibrant and inclusive carnivals in spain held annually in the seaside town of sitges just south of barcelona its famous for its colorful parades outrageous costumes and openly lgbtq friendly atmosphere festivals Barcelona
7otl3f9tfw7vc2gpal,worlds championship barbque contest,sourced from predicthqcom  more than 250 barbecue teams compete at the houston livestock show and rodeo  worlds championship barbque contest over the course of three days teams from across texas and the world competed for championship titles in the following categories brisket ribs chicken go texan dutch oven dessert and the open contest,festivals,America/Chicago,0.0,0.0,Texas,"-95.40802237079029,29.6843233071777",US,234456.0,97,100.0,19422585.0,"NRG Park,World’s Championship Bar-B-Que Contest",Houston,2,41,worlds championship barbque contest sourced from predicthqcom  more than 250 barbecue teams compete at the houston livestock show and rodeo  worlds championship barbque contest over the course of three days teams from across texas and the world competed for championship titles in the following categories brisket ribs chicken go texan dutch oven dessert and the open contest festivals Houston
8zdpgpktlcevvmzd84,thailand motorcycle grand prix,sourced from predicthqcom  the thailand motorcycle grand prix is a thrilling event that brings the excitement of motogp racing to the chang international circuit in buriram as part of the international motogp calendar it attracts top riders from around the world delivering highspeed action and intense competition fans from across the globe gather to experience the adrenaline along with the vibrant local culture and enthusiastic atmosphere that make this event a standout in the motogp series,sports,Asia/Bangkok,103.0849254,14.9579714,Chang Wat Buri Ram,"103.0849254,14.9579714",TH,226655.0,97,100.0,47405833.0,"Chang International Circuit,Thailand Motorcycle Grand Prix",Buriram,3,20,thailand motorcycle grand prix sourced from predicthqcom  the thailand motorcycle grand prix is a thrilling event that brings the excitement of motogp racing to the chang international circuit in buriram as part of the international motogp calendar it attracts top riders from around the world delivering highspeed action and intense competition fans from across the globe gather to experience the adrenaline along with the vibrant local culture and enthusiastic atmosphere that make this event a standout in the motogp series sports Buriram
e76lm6tpeeurhzepx7,perth festival,"sourced from predicthqcom  perth festival sometimes referred to as the festival of perth is australias longestrunning cultural festival held annually in western australia the program features contemporary and classical music dance theatre performance literature and ideas visual arts largescale public works 

multiple locations in perth",festivals,Australia/Perth,115.861309,-31.9523123,Western Australia,"115.861309,-31.9523123",AU,214800.0,97,100.0,15233396.0,Perth Festival,Perth,2,70,"perth festival sourced from predicthqcom  perth festival sometimes referred to as the festival of perth is australias longestrunning cultural festival held annually in western australia the program features contemporary and classical music dance theatre performance literature and ideas visual arts largescale public works 

multiple locations in perth festivals Perth"
7yx6tqwtha7ifpupx5,cognizant classic in the palm beaches,sourced from predicthqcom  formerly known as the honda classic cognizant classic is a professional golf tournament on the pga tour in south florida it was founded in 1972 as jackie gleasons inverrary classic and prior to a schedule change in 2021 was frequently the first of the florida events in late winter following the west coast swing,sports,America/New_York,-80.1422107,26.8284058,Florida,"-80.1422107,26.8284058",US,200000.0,96,100.0,18865689.0,"PGA National Resort and Spa,Cognizant Classic",Miami,3,58,cognizant classic in the palm beaches sourced from predicthqcom  formerly known as the honda classic cognizant classic is a professional golf tournament on the pga tour in south florida it was founded in 1972 as jackie gleasons inverrary classic and prior to a schedule change in 2021 was frequently the first of the florida events in late winter following the west coast swing sports Miami
9gdncqyjvq7q9rwwzp,central florida fair,sourced from predicthqcom,festivals,America/New_York,0.0,0.0,Florida,"-81.43778982240741,28.556084000053243",US,200000.0,96,100.0,15831935.0,"Central Florida Fairgrounds,Central Florida Fair",Miami,2,58,central florida fair sourced from predicthqcom festivals Miami
byyrhvrujnkuvaqgpk,apppexpo,sourced from predicthqcom  apppexpo shanghai international advertising  sign technology  equipment exhibition has explored new development of upcoming ad sign future apppexpo served as an effective platform allowing china  see the world and provide the whole world with great opportunity to understand china,expos,Asia/Shanghai,121.30266,31.18997,Shang Hai Shi,"121.30266,31.18997",CN,200000.0,96,100.0,24645658.0,"National Convention & Exhibition Center,APPPEXPO Shanghai International Printing Exhibition",Shanghai,1,84,apppexpo sourced from predicthqcom  apppexpo shanghai international advertising  sign technology  equipment exhibition has explored new development of upcoming ad sign future apppexpo served as an effective platform allowing china  see the world and provide the whole world with great opportunity to understand china expos Shanghai
do2amduottd3don6jw,mobile mardi gras day  fat tuesday,sourced from predicthqcom  mobile mardi gras day  fat tuesday is the grand finale of mardi gras season in mobile alabama and its a major cultural celebration rooted in centuriesold traditions it happens on fat tuesday mardi gras in french  the day before ash wednesday which marks the beginning of lent in the christian calendar,festivals,America/Chicago,0.0,0.0,Alabama,"-88.04511921840938,30.68835451121511",US,200000.0,96,100.0,14304408.0,Mobile Mardi Gras Day - Fat Tuesday,Birmingham,2,14,mobile mardi gras day  fat tuesday sourced from predicthqcom  mobile mardi gras day  fat tuesday is the grand finale of mardi gras season in mobile alabama and its a major cultural celebration rooted in centuriesold traditions it happens on fat tuesday mardi gras in french  the day before ash wednesday which marks the beginning of lent in the christian calendar festivals Birmingham
dr5uktv6gt9dsk7csc,huishoudbeurs,sourced from predicthqcom,expos,Europe/Amsterdam,4.8886211,52.3411868,Noord-Holland,"4.8886211,52.3411868",NL,200000.0,96,100.0,40611855.0,"Amsterdam RAI,Huishoudbeurs",Amsterdam,1,4,huishoudbeurs sourced from predicthqcom expos Amsterdam
fo3wrzp2puta9fxb7u,cibe 2025  china beijing international beauty expo,sourced from predicthqcom  china international beauty expo cibe is a premier global event that brings together topnotch beauty brands professionals and enthusiasts showcasing the latest trends products and technologies in the beauty industry with a wide range of exhibitors and exciting activities it offers a unique platform for networking business opportunities and discovering cuttingedge beauty innovations,expos,Asia/Shanghai,116.4027353,39.9892217,Beijing Shi,"116.4027353,39.9892217",CN,200000.0,96,95.0,35996351.0,"Beijing International Convention Center,China International Beauty Expo - Shanghai",Beijing,1,9,cibe 2025  china beijing international beauty expo sourced from predicthqcom  china international beauty expo cibe is a premier global event that brings together topnotch beauty brands professionals and enthusiasts showcasing the latest trends products and technologies in the beauty industry with a wide range of exhibitors and exciting activities it offers a unique platform for networking business opportunities and discovering cuttingedge beauty innovations expos Beijing
39qttcs58hqjuesycp,design  construction week,sourced from predicthqcom  design  construction week dcw features the colocation of the nahb international builders show ibs and the national kitchen  bath associations kitchen  bath industry show kbis,expos,America/Los_Angeles,-115.15183100000002,36.1307069,Nevada,"-115.15183100000002,36.1307069",US,100000.0,90,100.0,19706608.0,"Las Vegas Convention Center,Design & Construction Week",Las Vegas,1,46,design  construction week sourced from predicthqcom  design  construction week dcw features the colocation of the nahb international builders show ibs and the national kitchen  bath associations kitchen  bath industry show kbis expos Las Vegas
3obaiw3hijghtyp3hp,montanas brier,sourced from predicthqcom  canadas national mens curling championship,sports,America/Vancouver,-119.4953028,49.8927619,British Columbia,"-119.4953028,49.8927619",CA,100000.0,90,100.0,8739675.0,"Montanas Brier,Prospera Place",Vancouver,3,97,montanas brier sourced from predicthqcom  canadas national mens curling championship sports Vancouver
47lt8563uywehi2qyr,asiamold select,sourced from predicthqcom  asiamold remains one of south chinas most renowned exhibitions for the mould and 3d printing sectors supporting the chinese governments latest green and production initiatives for the manufacturing industry the fair is committed to staying ahead of the trends by highlighting the latest technologies and solutions,expos,Asia/Shanghai,113.357894,23.104038,Guang Dong Sheng,"113.357894,23.104038",CN,98800.0,90,99.0,10287736.0,Asiamold,Guangzhou,1,37,asiamold select sourced from predicthqcom  asiamold remains one of south chinas most renowned exhibitions for the mould and 3d printing sectors supporting the chinese governments latest green and production initiatives for the manufacturing industry the fair is committed to staying ahead of the trends by highlighting the latest technologies and solutions expos Guangzhou
5gg2xqjde2lkuzjhln,moto2 2025  grand prix of thailand 2025  practice 3,sourced from predicthqcom,sports,Asia/Bangkok,103.0849254,14.9579714,Chang Wat Buri Ram,"103.0849254,14.9579714",TH,100000.0,90,100.0,3640585.0,"Darryn Binder,Joe Roberts,Albert Arenas,Marcos Ramirez,Alex Escrig,Jorge Navarro,Ayumu Sasaki,Celestino Vietti,Tony Arbolino,Ivan Ortola,Izan Guevara,Diogo Moreira,Alonso Lopez,Jake Dixon,Mario Suryo Aji,Aron Canet,Manuel Gonzalez,Zonta van Den Goorbergh,Barry Baltus,Yuki Kunii,Filip Salac,Adrian Huertas,Senna Agius,David Alonso,Collin Veijer,Deniz Oncu,Daniel Holgado,Oscar Gutierrez,Chang International Circuit",Buriram,3,20,moto2 2025  grand prix of thailand 2025  practice 3 sourced from predicthqcom sports Buriram
5w8t6dg2rusay9ktdk,ak safety equipment industrial valves,sourced from predicthqcom,expos,Europe/Berlin,8.626558,50.082582,,"8.626558,50.082582",DE,100000.0,90,100.0,18056575.0,VDMA,Unknown,1,95,ak safety equipment industrial valves sourced from predicthqcom expos Unknown
5xixq9efrauxmvjuex,fruhjahrs ausstellung,sourced from predicthqcom,expos,Europe/Berlin,9.4938739,51.2882797,Hessen,"9.4938739,51.2882797",DE,100000.0,90,100.0,15490177.0,"Messe Kassel GmbH,Frühjahrs-Ausstellung - Consumer Goods Exhibition",Frankfurt,1,35,fruhjahrs ausstellung sourced from predicthqcom expos Frankfurt
653zxrsmqsqprdfqsy,motogp 2025  grand prix of thailand  sprint,sourced from predicthqcom,sports,Asia/Bangkok,103.0849254,14.9579714,Chang Wat Buri Ram,"103.0849254,14.9579714",TH,100000.0,90,100.0,3640585.0,"Ai Ogura,Francesco Bagnaia,Pedro Acosta,Marc Marquez,Fabio Quartararo,Luca Marini,Brad Binder,Maverick Vinales,Marco Bezzecchi,Jack Miller,Enea Bastianini,Miguel Oliveira,Somkiat Chantra,Fermin Aldeguer,Franco Morbidelli,Lorenzo Savadori,Joan Mir,Johann Zarco,Alex Marquez,Alex Rins,Fabio Di Giannantonio,Raul Fernandez,Chang International Circuit",Buriram,3,20,motogp 2025  grand prix of thailand  sprint sourced from predicthqcom sports Buriram
6l4ejvpfaeefnuhyvn,busan architectural interior exhibition,sourced from predicthqcom,expos,Asia/Seoul,129.1360411,35.1689766,Busan,"129.1360411,35.1689766",KR,100000.0,90,93.0,10060192.0,Busan Exhibition and Convention Center,Busan,1,21,busan architectural interior exhibition sourced from predicthqcom expos Busan
6vcpiu7rzwp39hqnki,viareggio carnevale  4th carnival parade,sourced from predicthqcom  the carnival of viareggio carnevale di viareggio is a carnival event annually held in the tuscan city of viareggio in italy one of the best known in italy the carnival in viareggio has its origins at the end of the 19th century the parades draw thousands of visitors of all ages who come to see both the spectacular floats and parade as well as participate in the festive air that can be breathed in the town on the days of the masquerade processions,festivals,Europe/Rome,10.2442294,43.8655924,Toscana,"10.2442294,43.8655924",IT,100000.0,90,100.0,6476947.0,Viareggio Carnevale,Florence,2,34,viareggio carnevale  4th carnival parade sourced from predicthqcom  the carnival of viareggio carnevale di viareggio is a carnival event annually held in the tuscan city of viareggio in italy one of the best known in italy the carnival in viareggio has its origins at the end of the 19th century the parades draw thousands of visitors of all ages who come to see both the spectacular floats and parade as well as participate in the festive air that can be breathed in the town on the days of the masquerade processions festivals Florence
7q86bouh8wy5vjwmpq,california midwinter fair and fiesta,sourced from predicthqcom  the california midwinter fair and fiesta often referred to as the imperial county fair is the largest annual event in imperial county california held in late february or early march this fair has been a tradition since 1901 showcasing the regions agricultural roots and celebrating the local culture and community the fair blends modern attractions with historical significance creating a fun and educational experience for all ages,festivals,America/Los_Angeles,0.0,0.0,California,"-115.56693297051237,32.83698332284812",US,98598.0,90,100.0,8122594.0,California Midwinter Fair Fiesta,Los Angeles,2,50,california midwinter fair and fiesta sourced from predicthqcom  the california midwinter fair and fiesta often referred to as the imperial county fair is the largest annual event in imperial county california held in late february or early march this fair has been a tradition since 1901 showcasing the regions agricultural roots and celebrating the local culture and community the fair blends modern attractions with historical significance creating a fun and educational experience for all ages festivals Los Angeles
7kedk3ceuo5snztmzv,moto3 2025  grand prix of thailand 2025  qualifying,sourced from predicthqcom,sports,Asia/Bangkok,103.0849254,14.9579714,Chang Wat Buri Ram,"103.0849254,14.9579714",TH,100000.0,90,100.0,3640585.0,"Scott Ogden,Riccardo Rossi,Adrian Fernandez,Adrian Cruces,Cormac Buchanan,Guido Pini,Ruche Moodley,Eddie O Shea,Jakob Rosenthaler,Angel Piqueras,David Munoz,Luca Lunetta,Matteo Bertelle,Joel Kelso,Alvaro Carpe,David Almansa,Stefano Nepa,Marcos Uriarte,Nicola Fabio Carraro,Valentin Perrone,Tatchakorn Buasri,Jose Antonio Rueda,Ryusei Yamanaka,Joel Esteban,Taiyo Furusato,Dennis Foggia,Chang International Circuit",Buriram,3,20,moto3 2025  grand prix of thailand 2025  qualifying sourced from predicthqcom sports Buriram
9thqjrokwjhqmavmhz,camarote essepê,sourced from predicthqcom,festivals,America/Sao_Paulo,-46.64077450000001,-23.5152704,São Paulo,"-46.64077450000001,-23.5152704",BR,103200.0,90,96.0,3795189.0,"Pixote,Sorriso Maroto,Péricles,Turma do Pagode,Thiaguinho,Belo,Jonas Medeiros,Jeito Moleque,Cultural Walkway",São Paulo,2,87,camarote essepê sourced from predicthqcom festivals São Paulo
bvgjizk3t6nbea3n82,carnaval de málaga,sourced from predicthqcom  carnaval de málaga or fiesta del invierno cálido is a popular festival that precedes the time of lent the event is unique in málaga for its multicultural colourful and spontaneous character,festivals,Europe/Madrid,-4.422017,36.7210325,Andalucía,"-4.422017,36.7210325",ES,100000.0,90,100.0,5671209.0,Carnaval de Málaga,Madrid,2,54,carnaval de málaga sourced from predicthqcom  carnaval de málaga or fiesta del invierno cálido is a popular festival that precedes the time of lent the event is unique in málaga for its multicultural colourful and spontaneous character festivals Madrid
bonkmdphupqb9mrtbf,moto2 2025  grand prix of thailand 2025  race,sourced from predicthqcom,sports,Asia/Bangkok,103.0849254,14.9579714,Chang Wat Buri Ram,"103.0849254,14.9579714",TH,100000.0,90,100.0,3640585.0,"Darryn Binder,Tony Arbolino,Joe Roberts,Albert Arenas,Marcos Ramirez,Alex Escrig,Jorge Navarro,Ayumu Sasaki,Celestino Vietti,Ivan Ortola,Izan Guevara,Alonso Lopez,Jake Dixon,Yuki Kunii,Filip Salac,Aron Canet,Zonta van Den Goorbergh,Barry Baltus,Manuel Gonzalez,Diogo Moreira,Mario Suryo Aji,Adrian Huertas,Deniz Oncu,Daniel Holgado,David Alonso,Collin Veijer,Senna Agius,Oscar Gutierrez,Chang International Circuit",Buriram,3,20,moto2 2025  grand prix of thailand 2025  race sourced from predicthqcom sports Buriram
cr7pruuvsv8jayodnv,viareggio carnevale  5th carnival parade,sourced from predicthqcom  the carnival of viareggio carnevale di viareggio is a carnival event annually held in the tuscan city of viareggio in italy one of the best known in italy the carnival in viareggio has its origins at the end of the 19th century the parades draw thousands of visitors of all ages who come to see both the spectacular floats and parade as well as participate in the festive air that can be breathed in the town on the days of the masquerade processions,festivals,Europe/Rome,10.2442294,43.8655924,Toscana,"10.2442294,43.8655924",IT,100000.0,90,100.0,6476947.0,Viareggio Carnevale,Florence,2,34,viareggio carnevale  5th carnival parade sourced from predicthqcom  the carnival of viareggio carnevale di viareggio is a carnival event annually held in the tuscan city of viareggio in italy one of the best known in italy the carnival in viareggio has its origins at the end of the 19th century the parades draw thousands of visitors of all ages who come to see both the spectacular floats and parade as well as participate in the festive air that can be breathed in the town on the days of the masquerade processions festivals Florence
cqfqvknt9cbi6vsvk3,cádiz carnival,sourced from predicthqcom  the cadiz carnival is known throughout the world as a huge street party eleven days of nonstop fun originality and more than anything else mass participation the whole city is transformed the streets are filled with people intent on having a good time and making sure everyone else has a good time singing and enjoying themselves,festivals,Europe/Madrid,-6.2804565,36.5210142,Andalucía,"-6.2804565,36.5210142",ES,100000.0,90,97.0,4659111.0,Carnaval of Cadiz,Madrid,2,54,cádiz carnival sourced from predicthqcom  the cadiz carnival is known throughout the world as a huge street party eleven days of nonstop fun originality and more than anything else mass participation the whole city is transformed the streets are filled with people intent on having a good time and making sure everyone else has a good time singing and enjoying themselves festivals Madrid
d7p8mu4xp6mrzupdg7,hawthorn hawks vs western bulldogs,sourced from predicthqcom,sports,Australia/Melbourne,144.9834493,-37.8199669,Victoria,"144.9834493,-37.8199669",AU,100024.0,90,100.0,7822197.0,"Hawthorn Hawks,Western Bulldogs,Melbourne Cricket Ground",Melbourne,3,56,hawthorn hawks vs western bulldogs sourced from predicthqcom sports Melbourne
