event_id,title,description,category,timezone,geo_coordinates_longitude,geo_coordinates_latitude,geo_address_region,location,country,phq_attendance,rank,local_rank,predicted_event_spend,entities_names,city,category_encoded,city_encoded,combined_features
675e5xsrpazdveceex,hong kong arts festival,sourced from predicthqcom  the hong kong arts festival takes place every year between february and march launched in 1973 the festival focuses on enriching the cultural life of hong kong as well as promoting the work of performing artists over the years the festival has attracted a significant number of local and international talent from various countries over 200 local productions have been produced and thousands of secondary and tertiary students reached through a program called hkaf young friends,festivals,Asia/Hong_Kong,114.1693611,22.3193039,Kowloon,"114.1693611,22.3193039",HK,1000000.0,100,100.0,127089591.0,Hong Kong Arts Festival,Hong Kong,2,40,hong kong arts festival sourced from predicthqcom  the hong kong arts festival takes place every year between february and march launched in 1973 the festival focuses on enriching the cultural life of hong kong as well as promoting the work of performing artists over the years the festival has attracted a significant number of local and international talent from various countries over 200 local productions have been produced and thousands of secondary and tertiary students reached through a program called hkaf young friends festivals Hong Kong
6fcohhybuikzdsx7up,bnp paribas open,sourced from predicthqcom  the bnp paribas open also known as indian wells masters and the wta indian wells open is an annual tennis tournament held in march at the indian wells tennis garden the tournament is a masters 1000 event on the mens tour and is a premier mandatory event on the womens tour and is part of the grand prix super series,sports,America/Los_Angeles,-116.3044989,33.7239515,California,"-116.3044989,33.7239515",US,504268.0,100,100.0,263049422.0,"Indian Wells Tennis Garden,BNP Paribas Open",Los Angeles,3,50,bnp paribas open sourced from predicthqcom  the bnp paribas open also known as indian wells masters and the wta indian wells open is an annual tennis tournament held in march at the indian wells tennis garden the tournament is a masters 1000 event on the mens tour and is a premier mandatory event on the womens tour and is part of the grand prix super series sports Los Angeles
7fln85jhn3jb8uw4bm,enlighten festival,sourced from predicthqcom  enjoy awe inspiring art delicious food captivating entertainment film music and much more,festivals,Australia/Sydney,149.1310324,-35.2801846,Australian Capital Territory,"149.1310324,-35.2801846",AU,328087.0,100,100.0,22927184.0,Enlighten Festival Canberra,Canberra,2,22,enlighten festival sourced from predicthqcom  enjoy awe inspiring art delicious food captivating entertainment film music and much more festivals Canberra
87imam5vdazwv4rrdz,santa cruz de tenerife carnival,sourced from predicthqcom  the carnival of santa cruz de tenerife spanish carnaval de santa cruz de tenerife is held each februarymarch depending on the year in santa cruz de tenerife the capital of the largest island of the canary islands spain and attracts people from all over the world it is considered the second most important most popular and internationally known carnival after the one held in rio de janeiro brazil,festivals,Atlantic/Canary,-16.2466286,28.4664988,Canarias,"-16.2466286,28.4664988",ES,1000000.0,100,100.0,55589848.0,Santa Cruz Tenerife Carnival,Madrid,2,54,santa cruz de tenerife carnival sourced from predicthqcom  the carnival of santa cruz de tenerife spanish carnaval de santa cruz de tenerife is held each februarymarch depending on the year in santa cruz de tenerife the capital of the largest island of the canary islands spain and attracts people from all over the world it is considered the second most important most popular and internationally known carnival after the one held in rio de janeiro brazil festivals Madrid
8hxcbjrxr3nre8jrsq,mobile mardi gras,sourced from predicthqcom  mardi gras is the annual carnival celebration in mobile alabama it is the oldest official carnival celebration in the united states started by frenchman nicholas langlois in 1703 when mobile was the capital of louisiana and begins two and a half weeks before fat tuesday beyond the public parades mardi gras in mobile has traditions of exclusive societies with formal masked balls and elegant costumes,festivals,America/Chicago,"[[-88.04638139179693, 30.69992714015342], [-88.05473461970787, 30.696699686022384], [-88.07004273781767, 30.701730670447745], [-88.07162506733374, 30.7035341670324], [-88.07780719195503, 30.700686525438186], [-88.07515770997458, 30.697902083509916], [-88.07287621160279, 30.696668043780875], [-88.07379617062344, 30.68670022141987], [-88.07423775095326, 30.679611366011457], [-88.05381466068727, 30.686004017595764], [-88.05315229019182, 30.68388372957027], [-88.0375497851952, 30.682839391489182], [-88.03725539830842, 30.69065582966728], [-88.03898492126822, 30.700939652538594], [-88.04638139179693, 30.69992714015342]]",0,Alabama,"-88.05682559545437,30.691491634703407",US,1100000.0,100,100.0,78674248.0,Mobile Mardi Gras,Birmingham,2,14,mobile mardi gras sourced from predicthqcom  mardi gras is the annual carnival celebration in mobile alabama it is the oldest official carnival celebration in the united states started by frenchman nicholas langlois in 1703 when mobile was the capital of louisiana and begins two and a half weeks before fat tuesday beyond the public parades mardi gras in mobile has traditions of exclusive societies with formal masked balls and elegant costumes festivals Birmingham
8bafxfrvenbmgtmvo7,elecrama,sourced from predicthqcom,expos,Asia/Kolkata,77.500532,28.461767,Uttar Pradesh,"77.500532,28.461767",IN,400000.0,100,100.0,25960793.0,ELECRAMA,Lucknow,1,53,elecrama sourced from predicthqcom expos Lucknow
8doehx9ipl28defejn,carnaval de mazatlan,sourced from predicthqcom  the mazatlán international carnival is a cultural event held in mazatlán sinaloa between the months of february and march it is one of the most recognized carnivals in mexico and its considered the third most important carnival in the world by forbes magazine,festivals,America/Mazatlan,-106.4111425,23.2494148,Sinaloa,"-106.4111425,23.2494148",MX,1200000.0,100,100.0,41561822.0,Carnaval de Mazatlan,Culiacán,2,28,carnaval de mazatlan sourced from predicthqcom  the mazatlán international carnival is a cultural event held in mazatlán sinaloa between the months of february and march it is one of the most recognized carnivals in mexico and its considered the third most important carnival in the world by forbes magazine festivals Culiacán
9vvr5laqhcchanxbma,mardi gras galveston,sourced from predicthqcom  mardi gras galveston is a vibrant and exhilarating festival that brings the spirit of new orleans to texas with colorful parades live music and a lively party atmosphere featuring dazzling costumes and delicious cajun cuisine it is an unforgettable celebration of culture and revelry that will transport you straight into the heart of mardi gras,festivals,America/Chicago,"[[-94.78223052232669, 29.311744149542136], [-94.78184367278455, 29.311845871868833], [-94.78164022813117, 29.311072172784563], [-94.80003007767331, 29.306236550457864], [-94.80041692721545, 29.306134828131167], [-94.80062037186883, 29.306908527215437], [-94.78223052232669, 29.311744149542136]]",0,Texas,"-94.79113029999999,29.308990350000002",US,350000.0,100,100.0,25735223.0,Mardi Gras! Galveston,Houston,2,41,mardi gras galveston sourced from predicthqcom  mardi gras galveston is a vibrant and exhilarating festival that brings the spirit of new orleans to texas with colorful parades live music and a lively party atmosphere featuring dazzling costumes and delicious cajun cuisine it is an unforgettable celebration of culture and revelry that will transport you straight into the heart of mardi gras festivals Houston
apshevmxdyz3pcfq9g,carnaval de são paulo,sourced from predicthqcom  the carnival of sao paulo is an annual festival that combines a variety rhythms dances costumes and more which marks the beginning of lent the fortyday period before easter,festivals,America/Sao_Paulo,-46.6395571,-23.5557714,São Paulo,"-46.6395571,-23.5557714",BR,15000000.0,100,100.0,619472373.0,Carnaval de São Paulo,São Paulo,2,87,carnaval de são paulo sourced from predicthqcom  the carnival of sao paulo is an annual festival that combines a variety rhythms dances costumes and more which marks the beginning of lent the fortyday period before easter festivals São Paulo
apsqgoez8lytojxzgp,sydney gay and lesbian mardi gras,sourced from predicthqcom  the sydney gay and lesbian mardi gras at one stage temporarily the sydney mardi gras or locally mardi gras is an annual lgbt lesbian gay bisexual and transgender pride parade and festival in sydney australia,festivals,Australia/Sydney,151.2306481,-33.8873042,New South Wales,"151.2306481,-33.8873042",AU,500000.0,100,100.0,41606266.0,"Mardi Gras Parade Route,Sydney Gay and Lesbian Mardi Gras",Sydney,2,86,sydney gay and lesbian mardi gras sourced from predicthqcom  the sydney gay and lesbian mardi gras at one stage temporarily the sydney mardi gras or locally mardi gras is an annual lgbt lesbian gay bisexual and transgender pride parade and festival in sydney australia festivals Sydney
bcknhf2qgkkjzqxb6w,st louis mardi gras grand parade,sourced from predicthqcom  this event is the crown jewel of the soulard mardi gras season and is the biggest parade outside of the big easy it begins at busch stadium and proceeds through the streets of downtown south and soulard to the place where your beer was born anheuserbusch brewery,festivals,America/Chicago,"[[-90.20230565616754, 38.608048226557436], [-90.19325000547981, 38.617323139480625], [-90.19297056599919, 38.617609344960435], [-90.19239815503957, 38.61705046599919], [-90.20167854383246, 38.60754537344257], [-90.20761164381129, 38.59845595793716], [-90.20783028587414, 38.59812100174845], [-90.20850019825156, 38.598558285874134], [-90.20230565616754, 38.608048226557436]]",0,Missouri,"-90.20088965621201,38.60820752085361",US,350000.0,100,100.0,27179663.0,"Busch Stadium,St Louis Mardi Gras Grand Parade",St. Louis,2,85,st louis mardi gras grand parade sourced from predicthqcom  this event is the crown jewel of the soulard mardi gras season and is the biggest parade outside of the big easy it begins at busch stadium and proceeds through the streets of downtown south and soulard to the place where your beer was born anheuserbusch brewery festivals St. Louis
bjhkvcmaauukdqdyyy,moomba festival,sourced from predicthqcom  moomba also known as the moomba festival is held annually in melbourne australia run by the city of melbourne it is australias largest free community festival the melburnian tradition is celebrated over four days incorporating the labour day long weekend from friday to the second monday in march moomba is culturally important to melbourne having been celebrated since 1955,festivals,Australia/Melbourne,144.9630576,-37.8136276,Victoria,"144.9630576,-37.8136276",AU,1400000.0,100,100.0,96112687.0,Moomba Festival,Melbourne,2,56,moomba festival sourced from predicthqcom  moomba also known as the moomba festival is held annually in melbourne australia run by the city of melbourne it is australias largest free community festival the melburnian tradition is celebrated over four days incorporating the labour day long weekend from friday to the second monday in march moomba is culturally important to melbourne having been celebrated since 1955 festivals Melbourne
bwqfo8zhhsxcnpblfe,carnaval do rio de janeiro,sourced from predicthqcom  the carnival in rio de janeiro is a festival held before lent every year and considered the biggest carnival in the world the first festivals of rio date back to 1723,festivals,America/Sao_Paulo,-43.1728965,-22.9068467,Rio de Janeiro,"-43.1728965,-22.9068467",BR,7000000.0,100,100.0,286409677.0,The Carnival of Rio de Janeiro,Rio de Janeiro,2,77,carnaval do rio de janeiro sourced from predicthqcom  the carnival in rio de janeiro is a festival held before lent every year and considered the biggest carnival in the world the first festivals of rio date back to 1723 festivals Rio de Janeiro
c76zqzriv4nemf7fki,houston livestock show and rodeo,sourced from predicthqcom  the houston livestock show and rodeo also called rodeohouston or abbreviated hlsr is the largest indoor livestock exhibition and rodeo in the world it includes one of the richest regularseason professional rodeo events,festivals,America/Chicago,"[[-95.4125084, 29.6875397], [-95.4124762, 29.6830657], [-95.4093005, 29.6831216], [-95.4093326, 29.6864399], [-95.4125084, 29.6875397]]",0,Texas,"-95.41098302339522,29.685053678266907",US,2553185.0,100,100.0,200615591.0,"NRG Park,Houston Livestock Show And Rodeo",Houston,2,41,houston livestock show and rodeo sourced from predicthqcom  the houston livestock show and rodeo also called rodeohouston or abbreviated hlsr is the largest indoor livestock exhibition and rodeo in the world it includes one of the richest regularseason professional rodeo events festivals Houston
ceqsvpv3yphcxungmp,kampong gelam ramadan bazaar,sourced from predicthqcom  this bazaar features special collaborations celebrating the iconic mosque such as captivating light shows showcasing its history and several curated art installations and also boasting over 107 fb and retail vendors live cooking shows light projections and traditional dance performances,festivals,Asia/Singapore,103.8600875,1.3013928,,"103.8600875,1.3013928",SG,700000.0,100,100.0,52909326.0,Kampong Gelam Ramadan Bazaar,Unknown,2,95,kampong gelam ramadan bazaar sourced from predicthqcom  this bazaar features special collaborations celebrating the iconic mosque such as captivating light shows showcasing its history and several curated art installations and also boasting over 107 fb and retail vendors live cooking shows light projections and traditional dance performances festivals Unknown
ckeyvgvatv7bpy8jcx,carnaval de nice,sourced from predicthqcom  nice carnival the premier international carnival in france is the most important winter event on the côte dazur two weeks of festivities bring the city of nice to life  the carnival parades corsi day and night and the elegant flower parades are on the schedule for this unmissable event lots of floats are decorated and presented under the seasons theme parade to the rhythm of street art troupes and musical groups from all kinds of backgrounds from all over the world all in a colorful festive family atmosphere,festivals,Europe/Paris,"[[7.2664107, 43.6952955], [7.2690714, 43.6951946], [7.2722579, 43.6973123], [7.2693611, 43.6979872], [7.2664107, 43.6952955]]",0,Provence-Alpes-Côte d'Azur,"7.269306702831425,43.69651285958015",FR,1000000.0,100,100.0,79902537.0,Carnaval de Nice,Paris,2,69,carnaval de nice sourced from predicthqcom  nice carnival the premier international carnival in france is the most important winter event on the côte dazur two weeks of festivities bring the city of nice to life  the carnival parades corsi day and night and the elegant flower parades are on the schedule for this unmissable event lots of floats are decorated and presented under the seasons theme parade to the rhythm of street art troupes and musical groups from all kinds of backgrounds from all over the world all in a colorful festive family atmosphere festivals Paris
cwsdnfy2m3vwnt8d3w,etechnxt,sourced from predicthqcom,expos,Asia/Kolkata,77.50053199999999,28.461767,Uttar Pradesh,"77.50053199999999,28.461767",IN,350000.0,100,100.0,25544680.0,India Expo Centre and Mart,Lucknow,1,53,etechnxt sourced from predicthqcom expos Lucknow
daa7a55z6gu4rggjy2,daytona bike week,sourced from predicthqcom  bike week is a 10day motorcycle rally attendees of this event can enjoy live music street festivals food and craft vendors bike displays concerts a bike parade and more daytona beach bike week attracts bikers from all over the country to show off their bikes,festivals,America/New_York,"[[-81.0123352, 29.2270665], [-81.0135153, 29.2266265], [-81.0127536, 29.2251752], [-81.0115412, 29.2255872], [-81.0123352, 29.2270665]]",0,Florida,"-81.01253327022773,29.226113158018517",US,500000.0,100,100.0,37280785.0,Daytona Beach Bike Week,Miami,2,58,daytona bike week sourced from predicthqcom  bike week is a 10day motorcycle rally attendees of this event can enjoy live music street festivals food and craft vendors bike displays concerts a bike parade and more daytona beach bike week attracts bikers from all over the country to show off their bikes festivals Miami
eqgkjamfyzavfgvtmt,kölner karneval  crazy days,"sourced from predicthqcom  cologne carnival season which is referred to by the locals as the fifth season of the year officially begin on the 11th november at 1111am and finishes on ash wednesday the main cologne carnival events which are called the crazy days which begins on weiberfastnacht which is the thursday prior to shrove tuesday and ends on ash wednesday
the crazy days of carnival are celebrated with parties on the streets in public squares and in pubs closing times for pubs and bars are suspended for the duration of the festival",festivals,Europe/Berlin,6.9563957,50.9413107,Nordrhein-Westfalen,"6.9563957,50.9413107",DE,1500000.0,100,100.0,98005388.0,Kolner Karneval Crazy Days,Berlin,2,12,"kölner karneval  crazy days sourced from predicthqcom  cologne carnival season which is referred to by the locals as the fifth season of the year officially begin on the 11th november at 1111am and finishes on ash wednesday the main cologne carnival events which are called the crazy days which begins on weiberfastnacht which is the thursday prior to shrove tuesday and ends on ash wednesday
the crazy days of carnival are celebrated with parties on the streets in public squares and in pubs closing times for pubs and bars are suspended for the duration of the festival festivals Berlin"
faem3obx6r2lsveeyq,maslenitsa festival,sourced from predicthqcom  maslenitsa also known as butter lady butter week crepe week pancake week or cheesefare week is an eastern slavic religious and folk holiday which has retained a number of elements of slavic mythology in its ritual it is celebrated during the last week before great lent the date of maslenitsa changes every year depending on the date of the celebration of easter,festivals,Europe/Moscow,37.6173,55.755826,Moskva,"37.6173,55.755826",RU,4500000.0,100,100.0,239683011.0,Maslenitsa Festival,Moscow,2,61,maslenitsa festival sourced from predicthqcom  maslenitsa also known as butter lady butter week crepe week pancake week or cheesefare week is an eastern slavic religious and folk holiday which has retained a number of elements of slavic mythology in its ritual it is celebrated during the last week before great lent the date of maslenitsa changes every year depending on the date of the celebration of easter festivals Moscow
fyxamagfb2g2ebes3z,riyadh season,sourced from predicthqcom  riyadh season will transform the city into a global hub of excitement featuring new events bigger surprises and unforgettable moments join millions of visitors from around the world as this event brings culture entertainment and adventure to the heart of saudi,festivals,Asia/Riyadh,46.6752957,24.7135517,Riyadh Province,"46.6752957,24.7135517",SA,10000000.0,100,100.0,660190727.0,Riyadh Season,Riyadh,2,78,riyadh season sourced from predicthqcom  riyadh season will transform the city into a global hub of excitement featuring new events bigger surprises and unforgettable moments join millions of visitors from around the world as this event brings culture entertainment and adventure to the heart of saudi festivals Riyadh
gdujysafpthnnez79f,venice carnival,sourced from predicthqcom  carnival in venice is a oneofakind celebration suspended between past and present with a traditional local allure featuring many eventwithintheevent among these the starting twoday festa veneziana with its typical masked regattas the best masked costume contest the festa delle marie and countless iconic parades each year carnival includes celebrations whose history dates back to the times of the serenissima such as the famous eagle flight or the wellknown flight of the angel to name but a few carnival in venice is the purest example of the perfect meld of tradition culture and entertainment all in one offering a chance of fun for visitors of all ages,festivals,Europe/Rome,12.3152672,45.4414685,Veneto,"12.3152672,45.4414685",IT,300000.0,100,100.0,23054909.0,Venice Carnival,Venice,2,98,venice carnival sourced from predicthqcom  carnival in venice is a oneofakind celebration suspended between past and present with a traditional local allure featuring many eventwithintheevent among these the starting twoday festa veneziana with its typical masked regattas the best masked costume contest the festa delle marie and countless iconic parades each year carnival includes celebrations whose history dates back to the times of the serenissima such as the famous eagle flight or the wellknown flight of the angel to name but a few carnival in venice is the purest example of the perfect meld of tradition culture and entertainment all in one offering a chance of fun for visitors of all ages festivals Venice
gvnztaren4v4bjsr5m,wbca washingtons birthday celebration,sourced from predicthqcom  the washingtons birthday celebration wbca is a monthlong event held each february in laredo the seat of webb county in south texas that celebrates the birthday of george washington,festivals,America/Chicago,"[[-99.5216184, 27.5451966], [-99.5271974, 27.4972422], [-99.5029073, 27.4992978], [-99.4819646, 27.4919127], [-99.4829946, 27.5413154], [-99.5216184, 27.5451966]]",0,Texas,"-99.50338774856236,27.519536180794134",US,400000.0,100,100.0,23983608.0,WBCA Washington's Birthday Celebration,Houston,2,41,wbca washingtons birthday celebration sourced from predicthqcom  the washingtons birthday celebration wbca is a monthlong event held each february in laredo the seat of webb county in south texas that celebrates the birthday of george washington festivals Houston
gwtckzzdmqxk7bqog8,epcot international festival of the arts,sourced from predicthqcom  the epcot international festival of the arts is an annual festival event at walt disney world resort typically held in january and february featuring specialty food activities entertainment and merchandise,festivals,America/New_York,"[[-81.5507806, 28.377047], [-81.5484095, 28.3755367], [-81.5477121, 28.3770848], [-81.5507806, 28.377047]]",0,Florida,"-81.5489674,28.376556166666667",US,1292000.0,100,100.0,88845323.0,"Walt Disney World Resort,EPCOT International Festival of the Arts",Miami,2,58,epcot international festival of the arts sourced from predicthqcom  the epcot international festival of the arts is an annual festival event at walt disney world resort typically held in january and february featuring specialty food activities entertainment and merchandise festivals Miami
h9qhjprpdotkqycynz,salon international de lagriculture,sourced from predicthqcom  for half a century the international agricultural show has brought together all the actors of the agricultural world it is the reference agricultural event not only in france but also abroad,expos,Europe/Paris,2.2904507,48.8300389,Île-de-France,"2.2904507,48.8300389",FR,600000.0,100,100.0,140201144.0,"Parc des Expositions de Paris,Salon International de l'Agriculture",Paris,1,69,salon international de lagriculture sourced from predicthqcom  for half a century the international agricultural show has brought together all the actors of the agricultural world it is the reference agricultural event not only in france but also abroad expos Paris
7zgpxmypth5pveeewe,arizona renaissance festival,sourced from predicthqcom  escape  the arizona renaissance festival where pleasure and celebration are the only orders of the day as decreed by the king,festivals,America/Phoenix,"[[-111.4274945, 33.3238797], [-111.4299514, 33.3219253], [-111.4282455, 33.3201144], [-111.4246299, 33.3212978], [-111.4274945, 33.3238797]]",0,Arizona,"-111.42746316346033,33.32184334860559",US,275000.0,99,100.0,20620515.0,Arizona Renaissance Festival,Phoenix,2,72,arizona renaissance festival sourced from predicthqcom  escape  the arizona renaissance festival where pleasure and celebration are the only orders of the day as decreed by the king festivals Phoenix
fapmv9yvszhq4sbdaz,seoul living design fair,sourced from predicthqcom,expos,Asia/Seoul,127.059151,37.5116828,Seoul,"127.059151,37.5116828",KR,286300.0,99,100.0,58336840.0,"COEX Convention Center,Seoul Living Design Fair",Seoul,1,82,seoul living design fair sourced from predicthqcom expos Seoul
4luipfybr4fd4zfywc,riverside county fair and national date festival,sourced from predicthqcom  the riverside county fairnational date festival is an event that celebrates the rich heritage of agriculture and community attendees can enjoy thrilling carnival rides live entertainment mouthwatering food and a vibrant marketplace making it a mustvisit festival for all ages,festivals,America/Los_Angeles,"[[-116.2251224, 33.7149146], [-116.2251438, 33.7075249], [-116.2208523, 33.7075606], [-116.2207128, 33.7149324], [-116.2251224, 33.7149146]]",0,California,"-116.22295855768247,33.71124984456111",US,250000.0,98,100.0,18284188.0,Riverside County Fair and National Date Festival,Los Angeles,2,50,riverside county fair and national date festival sourced from predicthqcom  the riverside county fairnational date festival is an event that celebrates the rich heritage of agriculture and community attendees can enjoy thrilling carnival rides live entertainment mouthwatering food and a vibrant marketplace making it a mustvisit festival for all ages festivals Los Angeles
